"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3ZURAPD288HRQ8O7WXW95B8IJODF1G","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3S0TNUHWKUCFP8SQUEFZL5NSR3UD87","AKM6CK7MY7LOE","Approved","Tue Jun 20 13:06:18 PDT 2017","Tue Jun 20 13:10:25 PDT 2017","Fri Jun 23 13:10:25 PDT 2017","Thu Jun 22 00:21:45 PDT 2017","","","247","100% (138/138)","100% (109/109)","100% (71/71)","0","Did you ever see the thriller movie Vacancy?","He played a good part in that.","Yes, I did. Not that long ago.","Now they run it on T.V. a lot.","That's where I saw it.","Makes you think when you go on vacation.","Yes, but who would just pull into a shady looking motel?","I guess now, nobody would.","Luke Wilson is a pretty good actor.","Yes, I like him.","x",""
"3ZURAPD288HRQ8O7WXW95B8IJODF1G","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3SITXWYCNW3CPCVEOQ0L6EGLFRMXBN","A34QZDSTKZ3JO9","Approved","Tue Jun 20 18:51:42 PDT 2017","Tue Jun 20 18:54:01 PDT 2017","Fri Jun 23 18:54:01 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","139","100% (183/183)","100% (172/172)","100% (140/140)","0","Have you ever seen Event Horizon?","Cool, I'll have to look into that.","What was it about?","There was a spaceship and they were having trouble reaching it.  So they sent out a crew.","Did they make it there?","Yeah, but when they did, no one was on the ship.","Okay, but where did they go?","That's what the movie is about.  There is evil or something on the ship.","Wow, this sounds good.  When did it come out?","Probably about fifteen years ago.","x",""
"3ZURAPD288HRQ8O7WXW95B8IJODF1G","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3TE22NPXPC616BMVP0OT1PDHC6X44A","AMYYL67LDKPDA","Approved","Wed Jun 21 16:50:29 PDT 2017","Wed Jun 21 16:52:41 PDT 2017","Sat Jun 24 16:52:41 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","132","100% (137/137)","100% (137/137)","100% (137/137)","0","Remember the first Mission: Impossible movie?","Keep me out of the way of any cliffs!","The one with Tom Cruise in it?","Well, he's in all of them, but yes.","That was kind of before they decided to ruin it by making it a franchise.","He switched faces and disguises quite a bit in that movie.","That's what you do when you're a secret agent.","I kind of liked the twist at the end where he gave up his old boss.","He had to to try and clear their names.","Just thinking about the movie makes me want to rappel now.","x",""
"3ZURAPD288HRQ8O7WXW95B8IJODF1G","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3TYCR1GOTDDD7GH5GLD0H2S1ZJCLZ5","A12KCY62TDB7RE","Approved","Mon Jun 19 15:33:40 PDT 2017","Mon Jun 19 15:36:46 PDT 2017","Thu Jun 22 15:36:46 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","186","100% (1/1)","100% (1/1)","100% (1/1)","0","What parts were the scariest?","Yes, if you like a good mix of all genres in one.","The scariest for me was when the mother made the boyfriend sink into the floor and he couldn't speak or move!","Didn't the place she sent him to have a specific name?","Yes, but I can't remember it.","Ah.  What was the creepiest part of the movie for you?","When I learned that the guy running around the grounds military style was actually the girls grandfather.","The funniest?","When the boyfriend was saved at the end by his TSA friend.","Would you reccommend this movie?","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","30JNVC0ORAE27SXO24FPYHNQDZSHQA","A29AX5O8KL48F8","Approved","Mon Jun 19 17:57:44 PDT 2017","Mon Jun 19 18:04:48 PDT 2017","Thu Jun 22 18:04:48 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","424","100% (183/183)","100% (166/166)","100% (151/151)","0","have you ever seen insomnia?","If all thrillers were the same they would be predictable and boring.","Yes actually. I am a big robin wiliam's fan.","I see. very different role for him though, no?","He has had a few darker roles like this but few and far between. I liked that Christopher Nolan didn't type cast him or not cast him at all.","Christopher Nolan is such a wise man, he makes such smart choices for his films.","I do love christopher nolan,  But I feel like this is one of his weaker films.","I enjoyed this movie a lot. But I did feel maybe it was slightly long or the pacing could have been faster.","It is weird how some thrillers are so fast paced but others have the long build up and can be equally successful or good.","True, I suppose it is just a different approach to the film and film making process.","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","33OOO72IVIFOI0E0XGVJSV1XLQQTCK","AJMWITY1XT7H7","Approved","Fri Jun 23 02:37:33 PDT 2017","Fri Jun 23 02:40:33 PDT 2017","Mon Jun 26 02:40:33 PDT 2017","2017-06-26 09:41:08 UTC","","","180","100% (5/5)","100% (1/1)","100% (1/1)","0","I watched The Strangers again last night. Couldn't fall asleep for two hours afterward.","I have seen that one. Makes you want to not be nice to strangers who show up at your door.","Again? I thought that movie terrifies you.","It does, but I love it. I love the whole genre.","I haven't watched The Strangers yet. Should I?","It's one of the most terrifying movies, in my opinion.","Really? What makes it so scary?","Because of how realistic it is. I don't have to worry about supernatural forces killing me, but I should worry about home invasions.","That's a good point. Any other similar movies I should check out?","Funny Games is similar.","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","33UKMF931AE54HGBJ2Q9H511819TTZ","AN9MVFWRCF2OP","Approved","Tue Jun 20 06:42:54 PDT 2017","Tue Jun 20 07:41:58 PDT 2017","Fri Jun 23 07:41:58 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","3544","100% (54/54)","100% (46/46)","100% (46/46)","0","Do you have a favorite thriller-type movie?","I saw that in the cinema and it was so gripping.","Tough to pick, but probably 'The Usual Suspects'.","With Kevin Spacey? That movie is so amazing.","I paid such close attention the whole movie and I STILL didn't see the twist coming!","That's the mark of a great thriller, though. I didn't see the twist coming in 'The Prestige'.","Is that the magic one with Christian Bale?","Yep, that's right.","I've only seen that once but I remember it really blew me away.","The same director did 'Inception' too.","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3B2X28YI3X9Z6XBIN3RV6131IPIB66","AMYYL67LDKPDA","Approved","Wed Jun 21 15:50:17 PDT 2017","Wed Jun 21 15:54:08 PDT 2017","Sat Jun 24 15:54:08 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","231","100% (137/137)","100% (137/137)","100% (137/137)","0","What was the movie that won the Oscar about ten years back?","Really?  Didn't know that.","That's helpful.  Who was in it?","Leonardo DiCaprio, Matt Damon, Jack Nicholson...","Oh, you mean The Departed?","Yep.  That's the one I'm thinking of.","Awesome movie.  Scorsese is still the king.","I actually liked Mark Wahlberg's character the best.","Yep, he got the last laugh on Damon at the end.","Did you know it was a remake of a Japanese film?","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3FQ5JJ512MI86LL4SXQ57F8D1ILNK0","A1T0ND039EWAVV","Submitted","Fri Jun 23 13:31:55 PDT 2017","Fri Jun 23 13:33:55 PDT 2017","Mon Jun 26 13:33:55 PDT 2017","","","","120","100% (81/81)","100% (80/80)","100% (80/80)","0","Have you ever seen The Shining?","Oh I know, that one and the one where he was chopping down the door.","The original with Jack Nicholson? Of course I have.","It's actually my favorite horror movie of all time.","What do you like so much about it?","Well I love Stanley Kubrick's directing, the symbolism in it, the suspense, everything.","I saw a documentary on it once about the subliminal messages Kubrick put in there.","Was it called The Shining Decoded? I saw that.","Yes and there's another one called Room 237 that went into a little more detail.","I'll have to check that one out. That scene in the maze was pretty terrifying.","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3PS7W85Z80WMK27XLWLSQ50PEWN9T0","A214JTAHTAWUKA","Approved","Wed Jun 21 09:07:55 PDT 2017","Wed Jun 21 09:10:24 PDT 2017","Sat Jun 24 09:10:24 PDT 2017","Thu Jun 22 00:21:47 PDT 2017","","","149","100% (214/214)","100% (174/174)","100% (118/118)","0","What are some of your favorite psychological thrillers?","I like his thriller movies.","have always enjoyed movies like Psycho, Rosemary's Baby, Repulsion, Black Swan.","That is a wide range.","Yes, but I have never really sought out anything too similar.","I know a few in the same sort of mixed style thriller.","What movies would you recommend?","Prisoners, with Hugh Jackman.","Is it good?","I think it is one of his best performances.","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3U4J9857OF5IAXPN6DWNCF3XE82B7M","ABUF5EN8YNJQO","Approved","Fri Jun 23 04:57:54 PDT 2017","Fri Jun 23 05:00:21 PDT 2017","Mon Jun 26 05:00:21 PDT 2017","2017-06-26 12:01:08 UTC","","","147","100% (54/54)","100% (54/54)","100% (54/54)","0","What is your favorite thriller about serial killers?","Yeah the main character in that movie is truly insane.","That's a really tough question, I would have to think about it.","Well, anyway, mine is Silence of The Lambs.","Wow, that is a great one. It's really intense too.","Yeah, it is. Do you remember the scene where he beats the two guards and escapes?","Of course! That part was crazy.","He literally took one of the guys faces off and wore it.","Yeah, and the paramedics actually took him out thinking he was one of the guards.","That was so ingenious and disgustingly perfect.","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3WQ3B2KGE9A4ZBALHXFEB5CKBL8B1T","A20HZD952T4B2O","Approved","Thu Jun 22 14:05:44 PDT 2017","Thu Jun 22 14:26:33 PDT 2017","Sun Jun 25 14:26:33 PDT 2017","Fri Jun 23 01:45:34 PDT 2017","","","1249","100% (20/20)","100% (20/20)","100% (19/19)","0","Have you seen the 2000 thriller American Psycho will Christian Bale?","I agree. It's always good, because he we are almost twenty years later still talking about it!","Yes, I actually really like that movie and find it quite entertaining.","It is a pretty amusing movie and I really thought the young Bale at that time did a great job.","Not only is it a thriller, there is also a fair amount of dark comedy.","Yes, that is also true. Especially the scene with Paul Allen, that is probably the most famous part of the movie.","Not only that, but the Patrick character was also very interesting.","That begs the question that has never been answered --- was it all in his head?","I have heard that rumor, but also read statements that while most of it in fact was in his head, not all of it.","That's another strong aspect of the movie. Letting the audience decide what really happened.","x",""
"359AP8GAGGEYYIJZUBNHYFESPXLC7Z","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3YGXWBAF71B41FZAIFUBKNP55TK4CE","AD4ALUT6LXXBU","Submitted","Fri Jun 23 13:52:25 PDT 2017","Fri Jun 23 14:08:19 PDT 2017","Mon Jun 26 14:08:19 PDT 2017","","","","954","0% (0/0)","0% (0/0)","0% (0/0)","0","Do you like thrillers?  Scary movies?","Thanks for the recommendation, it sounds good.  I'll look for it and watch it as soon as I can.","Yes, I do.  I love a good scare!","Well, have I got a suggestion for you.  I saw a really good one called ""The Boy"" starring one of the actresses on ""The Walking Dead"", Lauren Cohan.","Oh yeah? What's it about?","A young American woman goes to England to work as a nanny on an old, isolated mansion estate.","What's so good about it?","The child she's supposed to take care of is actually a doll!  The boy was in a fire and the parents treat the doll like their lost son.","Really?  That doesn't sound all that scary-just strange and sad.","Well, the parents go on holiday and leave the nanny with their ""little boy"".  Some very creepy and frightening things start happening that made me about jump out of my skin and I don't scare easy!!","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","34YB12FSQZIXMH4LQ5QQW8RKPAQGMK","A2ECRNQ3X5LEXD","Submitted","Fri Jun 23 06:06:20 PDT 2017","Fri Jun 23 06:14:01 PDT 2017","Mon Jun 26 06:14:01 PDT 2017","","","","461","100% (206/206)","100% (173/173)","100% (139/139)","0","Do you like Thriller movies?","Perhaps.","I like them a bit.","What have you seen recently?","The movie Lucy.","With Scarlett Johansson?","Yes.","How was it?","It was alright.","Would I like it?","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","37M28K1J0R76BILX18LOKUO0MF2AJ5","A20HZD952T4B2O","Approved","Thu Jun 22 04:34:09 PDT 2017","Thu Jun 22 05:01:02 PDT 2017","Sun Jun 25 05:01:02 PDT 2017","Fri Jun 23 01:45:35 PDT 2017","","","1613","100% (20/20)","100% (20/20)","100% (19/19)","0","Are there any new thriller films coming out that you are excited for?","For sure, and it could also make it more popular for the Stephen King fans.","The Stephen King’s IT remake is a big one for me. That first trailer was great!","I completely agree with you. It definitely looks like it has potential. Have you seen the original TV movie?","I have, yes, a long time ago. Unfortunately, it hasn’t aged well, in my opinion.","I can’t disagree with that, but Tim Curry was still amazing as Pennywise.","Yes, it definitely seemed like he was enjoying himself behind all of that makeup.","What do you think of the new actor and look for the remake?","I think it looks good, for the most part. I have read that they are going to make the film more like the book.","I have heard that, too. That could make the film a huge success.","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","37ZHEEHM6XGD72LARKHHUW5LP2Z738","A36ARDS62APRSL","Approved","Mon Jun 19 10:54:40 PDT 2017","Mon Jun 19 10:56:18 PDT 2017","Thu Jun 22 10:56:18 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","98","100% (2/2)","100% (2/2)","100% (2/2)","0","Did you catch that new Wolverine movie?","Sounds good. You know I love some Wolverine!","I did not. What was it called again? Something different, I know.","""Logan!""","Ahh, that is right.","Yeah, it was great.","Was it action-packed?","Definitely. And Hugh Jackman did an excellent job.","I'll have to go check it out for sure.","Heck, I'd go see it again. Just let me know.","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","38SKSKU7R2RRCQSVGHPEH7PB37PILM","A2R3YFUNAT892R","Approved","Tue Jun 20 11:13:53 PDT 2017","Tue Jun 20 11:16:29 PDT 2017","Fri Jun 23 11:16:29 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","156","100% (38/38)","100% (38/38)","100% (38/38)","0","Have you seen Memento?","And very dramatic.","Yes! That's a great thriller.","That movie just kept me guessing the whole time.","I had to watch it twice.  It took me a long time to realize it was going on backwards.","I was really suprised that he had already killed his wife's killer.","Me too.  I was really sad at the end.","I'm glad they didn't make a sequel.","Or a prequel.","It was very suspensful.","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3BF51CHDTW4EJZSPL6LAJBW80Z30HC","AMYYL67LDKPDA","Approved","Wed Jun 21 16:40:47 PDT 2017","Wed Jun 21 16:43:30 PDT 2017","Sat Jun 24 16:43:30 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","163","100% (137/137)","100% (137/137)","100% (137/137)","0","What did you think of Gravity?","Yeah, no problem.  Let me check my bank account.","It was cool to watch in the theater on the big screen.","Yeah, I got it on Blu Ray and it's not really the same.","It's one of those movies that plays better in a huge theater with a good sound system.","Sandra Bullock did excellent though.","Yeah, made me like George Clooney better even though he died in it.","I also liked how it was relatively short.","Yeah, they didn't pad the length unnecessarily which a lot of movies do.","Tell you what, you buy a theater and I'll watch it with you.","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3HQUKB7LNG8PUZYLJESVP3VPMCVHHD","A29AX5O8KL48F8","Approved","Mon Jun 19 17:45:16 PDT 2017","Mon Jun 19 17:51:21 PDT 2017","Thu Jun 22 17:51:21 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","365","100% (183/183)","100% (166/166)","100% (151/151)","0","what was your favorite  recent thriller film?","Well I applaud this film for the portrayal. I feel portman's oscar was well deserved for this role.","Darren Aronofsky's Black Swan.","That is a goodie. Natalie portman is so believable as a ballerina.","I was very impressed with her dance skills in this film.","Me too. I think her and mila kunis trained like crazy hours for these roles.","Ya I guess portman had injured her ribs during filming even.","I liked that they showed the darker world of dance in this film.","Me too, it is not all tutu's and portman's character and performance certainly shows that.","Agreed, dance is pretty cut throat world just like hollywood.","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3M0BCWMB8WQX0CQOEL4Z4V2E6O8BWY","A1CF6U3GF7DZEJ","Approved","Tue Jun 20 10:50:49 PDT 2017","Tue Jun 20 10:56:20 PDT 2017","Fri Jun 23 10:56:20 PDT 2017","Thu Jun 22 00:21:46 PDT 2017","","","331","100% (117/117)","100% (107/107)","100% (96/96)","0","I just saw Psycho for my film class.","Grace Kelly in Rear Window.","That was indeed a classic.","Yes.  Anthony Perkins was really great.  He had nervous energy.","I liked Martin Balsam as the investigator.","Nobody could forget the shower scene!","Goodbye, Janet Leigh!","Vera Miles wasn't bad in the movie as well.","She doesn't get the juicy parts, though.","Hitchcock always liked the cool blondes.","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3MX2NQ3YCAOA0WE5NG983SGT5U95X1","A3GM1Y0H93CZT1","Approved","Tue Jun 20 05:54:30 PDT 2017","Tue Jun 20 07:41:32 PDT 2017","Fri Jun 23 07:41:32 PDT 2017","Thu Jun 22 00:21:47 PDT 2017","","","6422","100% (80/80)","100% (68/68)","100% (67/67)","0","What is a suspenseful thriller movie to watch?","Ugh, that gave me the creeps just thinking ano","How about Face Off? That's a good one.","Oh yeah, it was action packed from beginning to end!","I know! John Travolta and Nicolas Cage really know how to play off each other;","I know, right?","Nicolas Cage is a great bad guy.","He is! He's so intense.","That's it. His eyes seem like they're reading your mind.","When him and John switched faces. It was. so gross!","x",""
"3LEG2HW4UFHYFT63F1WNAUINBURF2X","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","3Q5C1WP23NV2AVTCGNO18JCS0HW51F","A1WBGYZ6Y8NJ9","Approved","Wed Jun 21 02:31:15 PDT 2017","Wed Jun 21 02:40:27 PDT 2017","Sat Jun 24 02:40:27 PDT 2017","Thu Jun 22 00:21:47 PDT 2017","","","552","100% (387/387)","100% (344/344)","100% (303/303)","0","I am interested in some popular thrillers","Nah it is not to old it has ellen page in it","Do you want some recommendations","Sure that would be nice","Well i got one it is about someone entering dreams and such","That sounds cool","Yeah it is pretty cool one of my favorites","What is it called","It is called inception","That sounds good is it old","x",""
"33P2GD6NRNMDA51ZZXQRDBGU89QHKJ","3L55M9M850MNBHCET5Z8RRS4HFU9O7","Create a dialog on thriller movies for ten sentences","Create a dialog on thriller movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, suspenseful, creative","$0.40","Mon Jun 19 10:40:43 PDT 2017","9","BatchId:2840976;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:40:43 PDT 2017","","","345LHZDEDYMF5DX64SAS4OJ5YRO3UR","A2ECRNQ3X5LEXD","Submitted","Fri Jun 23 05:55:07 PDT 2017","Fri Jun 23 05:58:34 PDT 2017","Mon Jun 26 05:58:34 PDT 2017","","","","207","100% (206/206)","100% (173/173)","100% (139/139)","0","Do you like Thriller Movies?","Same.","Yes I do.","Which ones?","I like the Matrix.","Oh that is cool. I don't like the first one.","The first one is the best. Which do you like?","I like Reloaded.","That is also a good movie though.","I wish they came out with more.","x",""
